identifier,abs_difference,raw_difference,normalized_diff_old_mean,reason
40814,0.65,-0.65,0.05132508567993662,ttr_lemma_chunks_200
38309,0.65,-0.65,0.07330890130302792,ttr_lemma_chunks_200
2369,0.65,-0.65,0.10245851161821844,ttr_lemma_chunks_200
47399,0.65,-0.65,0.061845191402878655,ttr_lemma_chunks_200
29142,0.65,-0.65,0.07961125672884414,ttr_lemma_chunks_200
36739,0.65,-0.65,0.045865058257635004,ttr_lemma_chunks_200
27958,0.65,-0.65,0.05053222301236541,ttr_lemma_chunks_200
17855,0.65,-0.65,0.04895899705979649,ttr_lemma_chunks_200
27618,0.65,-0.65,0.05066215217130082,ttr_lemma_chunks_200
5449,0.65,-0.65,0.0771481960385365,ttr_lemma_chunks_200
23401,0.65,-0.65,0.052867877082669226,ttr_lemma_chunks_200
12607,0.65,-0.65,0.10262209476545307,ttr_lemma_chunks_200
16534,0.65,-0.65,0.048442840195397324,ttr_lemma_chunks_200
24418,0.65,-0.65,0.06479290520580824,ttr_lemma_chunks_200
7658,0.65,-0.65,0.0571204105170248,ttr_lemma_chunks_200
9596,0.65,-0.65,0.05683812580731461,ttr_lemma_chunks_200
45516,0.645,-0.645,0.06947939704281707,ttr_lemma_chunks_200
44684,0.645,-0.645,0.06030602941079427,ttr_lemma_chunks_200
28058,0.645,-0.645,0.06188802635912527,ttr_lemma_chunks_200
24524,0.645,-0.645,0.06970559750466845,ttr_lemma_chunks_200
48740,0.645,-0.645,0.06713531897279237,ttr_lemma_chunks_200
23999,0.645,-0.645,0.06316339216026876,ttr_lemma_chunks_200
34147,0.645,-0.645,0.06857386900203333,ttr_lemma_chunks_200
38205,0.645,-0.645,0.0952735906288309,ttr_lemma_chunks_200
21434,0.645,-0.645,0.08375253361989457,ttr_lemma_chunks_200
25752,0.645,-0.645,0.07730086118824422,ttr_lemma_chunks_200
17869,0.645,-0.645,0.06758023425245666,ttr_lemma_chunks_200
44436,0.645,-0.645,0.07396303701767312,ttr_lemma_chunks_200
6105,0.645,-0.645,0.06949870470778928,ttr_lemma_chunks_200
10348,0.645,-0.645,0.030911436326458347,ttr_lemma_chunks_200
28901,0.645,-0.645,0.05505644814946002,ttr_lemma_chunks_200
18210,0.645,-0.645,0.055615867737430325,ttr_lemma_chunks_200
21252,0.645,-0.645,0.06468764952687736,ttr_lemma_chunks_200
18379,0.645,-0.645,0.068166431300719,ttr_lemma_chunks_200
5436,0.645,-0.645,0.07714446165520282,ttr_lemma_chunks_200
7463,0.645,-0.645,0.06286795338841399,ttr_lemma_chunks_200
9576,0.645,-0.645,0.06393966870786486,ttr_lemma_chunks_200
39555,0.645,-0.645,0.0605481896102192,ttr_lemma_chunks_200
15102,0.645,-0.645,0.053004762535399694,ttr_lemma_chunks_200
47317,0.64,-0.64,0.07044613994143545,ttr_lemma_chunks_200
9642,0.64,-0.64,0.07875650848827256,ttr_lemma_chunks_200
11316,0.64,-0.64,0.06437658516885007,ttr_lemma_chunks_200
40916,0.64,-0.64,0.07247150119052155,ttr_lemma_chunks_200
51444,0.64,-0.64,0.039085429127278644,ttr_lemma_chunks_200
28163,0.64,-0.64,0.04939726344689696,ttr_lemma_chunks_200
25502,0.64,-0.64,0.052418303130212895,ttr_lemma_chunks_200
31827,0.64,-0.64,0.05812398579055154,ttr_lemma_chunks_200
4739,0.64,-0.64,0.058568053092681795,ttr_lemma_chunks_200
15062,0.64,-0.64,0.059008008788172896,ttr_lemma_chunks_200
41732,0.64,-0.64,0.03659348153505942,ttr_lemma_chunks_200
11448,0.64,-0.64,0.07078382337300733,ttr_lemma_chunks_200
11353,0.64,-0.64,0.08596630420751637,ttr_lemma_chunks_200
3906,0.64,-0.64,0.05918976799938287,ttr_lemma_chunks_200
6361,0.635,-0.635,0.08729023446886011,ttr_lemma_chunks_200
36363,0.635,-0.635,0.05893352234961682,ttr_lemma_chunks_200
13101,0.635,-0.635,0.06177917372593654,ttr_lemma_chunks_200
13887,0.635,-0.635,0.0691769528244197,ttr_lemma_chunks_200
19754,0.635,-0.635,0.06592805124646031,ttr_lemma_chunks_200
24927,0.635,-0.635,0.049501965720563486,ttr_lemma_chunks_200
7190,0.635,-0.635,0.04120163107084353,ttr_lemma_chunks_200
38600,0.635,-0.635,0.05788919587970807,ttr_lemma_chunks_200
38945,0.635,-0.635,0.04672272762724228,ttr_lemma_chunks_200
2039,0.635,-0.635,0.054422417224593025,ttr_lemma_chunks_200
36760,0.635,-0.635,0.07703605344845764,ttr_lemma_chunks_200
28674,0.635,-0.635,0.05681099447972097,ttr_lemma_chunks_200
16898,0.635,-0.635,0.054869925916894546,ttr_lemma_chunks_200
27425,0.635,-0.635,0.03947762240740513,ttr_lemma_chunks_200
49543,0.635,-0.635,0.04680353399848003,ttr_lemma_chunks_200
11054,0.635,-0.635,0.08123165472814539,ttr_lemma_chunks_200
9280,0.635,-0.635,0.07498901709332878,ttr_lemma_chunks_200
10878,0.635,-0.635,0.08430609406950247,ttr_lemma_chunks_200
25578,0.635,-0.635,0.07496328450467159,ttr_lemma_chunks_200
4757,0.635,-0.635,0.06980908535086303,ttr_lemma_chunks_200
25177,0.635,0.635,0.037798594121225895,ttr_lemma_chunks_200
929,0.635,-0.635,0.051762335542537105,ttr_lemma_chunks_200
28690,0.635,-0.635,0.07492095577348774,ttr_lemma_chunks_200
30431,0.635,-0.635,0.08495924348374943,ttr_lemma_chunks_200
38893,0.635,-0.635,0.054986118614588055,ttr_lemma_chunks_200
3336,0.635,-0.635,0.09561298904600998,ttr_lemma_chunks_200
10774,0.635,-0.635,0.043843648840037684,ttr_lemma_chunks_200
11104,0.63,0.63,0.04222663711980716,ttr_lemma_chunks_200
31436,0.63,-0.63,0.07025331163936985,ttr_lemma_chunks_200
11300,0.63,-0.63,0.03930051529884841,ttr_lemma_chunks_200
39281,0.63,-0.63,0.06674051614571871,ttr_lemma_chunks_200
48730,0.63,-0.63,0.08924839993926639,ttr_lemma_chunks_200
44845,0.63,-0.63,0.0548174051177324,ttr_lemma_chunks_200
33631,0.63,-0.63,0.0907704266852279,ttr_lemma_chunks_200
45149,0.63,-0.63,0.04781610679550278,ttr_lemma_chunks_200
11000,0.63,0.63,0.033141162737546484,ttr_lemma_chunks_200
12576,0.63,-0.63,0.07321369340588162,ttr_lemma_chunks_200
47243,0.63,-0.63,0.032031528627956316,ttr_lemma_chunks_200
16080,0.63,-0.63,0.0631733068285801,ttr_lemma_chunks_200
7571,0.63,-0.63,0.048397406498061034,ttr_lemma_chunks_200
33475,0.63,-0.63,0.05899885384364958,ttr_lemma_chunks_200
30466,0.63,-0.63,0.06780791404034574,ttr_lemma_chunks_200
38526,0.63,-0.63,0.0618141815984937,ttr_lemma_chunks_200
5084,0.63,-0.63,0.05908978308616135,ttr_lemma_chunks_200
11256,0.63,-0.63,0.05224628105795115,ttr_lemma_chunks_200
21256,0.63,-0.63,0.08697472044604271,ttr_lemma_chunks_200
10101,0.63,-0.63,0.04984822286948466,ttr_lemma_chunks_200
2536,0.63,-0.63,0.06844807102382357,ttr_lemma_chunks_200
38968,0.63,-0.63,0.04753615217426703,ttr_lemma_chunks_200
21057,0.625,-0.625,0.04791946874578386,ttr_lemma_chunks_200
31591,0.625,-0.625,0.08001981004877105,ttr_lemma_chunks_200
31951,0.625,-0.625,0.06540043652079905,ttr_lemma_chunks_200
5703,0.625,-0.625,0.06337915162159502,ttr_lemma_chunks_200
4738,0.625,-0.625,0.05900690252698888,ttr_lemma_chunks_200
48684,0.625,-0.625,0.07286519617283331,ttr_lemma_chunks_200
5522,0.625,-0.625,0.06745449686286464,ttr_lemma_chunks_200
21562,0.625,-0.625,0.05772288934556206,ttr_lemma_chunks_200
43688,0.625,-0.625,0.055919516706394966,ttr_lemma_chunks_200
23014,0.625,-0.625,0.04804269313221578,ttr_lemma_chunks_200
18324,0.625,-0.625,0.09579335401841563,ttr_lemma_chunks_200
19860,0.625,-0.625,0.06648268430446205,ttr_lemma_chunks_200
34373,0.625,-0.625,0.06902633106608348,ttr_lemma_chunks_200
43744,0.625,-0.625,0.07282942067952827,ttr_lemma_chunks_200
4567,0.625,-0.625,0.08498571915466771,ttr_lemma_chunks_200
50355,0.625,-0.625,0.08250887263788202,ttr_lemma_chunks_200
22807,0.625,-0.625,0.05147468775713191,ttr_lemma_chunks_200
45134,0.625,-0.625,0.06564973697675001,ttr_lemma_chunks_200
17272,0.625,-0.625,0.06980375722203788,ttr_lemma_chunks_200
37285,0.625,-0.625,0.060037533008574576,ttr_lemma_chunks_200
28596,0.625,-0.625,0.0805471506350986,ttr_lemma_chunks_200
38427,0.625,-0.625,0.07957225043763114,ttr_lemma_chunks_200
48290,0.625,-0.625,0.07074276470818565,ttr_lemma_chunks_200
29941,0.625,-0.625,0.03812906183827314,ttr_lemma_chunks_200
4608,0.625,-0.625,0.09098125639246867,ttr_lemma_chunks_200
2616,0.625,-0.625,0.058090494307720064,ttr_lemma_chunks_200
4965,0.625,-0.625,0.07523450098899567,ttr_lemma_chunks_200
1744,0.625,-0.625,0.08283762973740852,ttr_lemma_chunks_200
17550,0.625,-0.625,0.0439313806833375,ttr_lemma_chunks_200
33424,0.625,-0.625,0.0482218380338301,ttr_lemma_chunks_200
23504,0.62,-0.62,0.054587358999223026,ttr_lemma_chunks_200
16800,0.62,-0.62,0.07199207359756325,ttr_lemma_chunks_200
32985,0.62,-0.62,0.05298211904990572,ttr_lemma_chunks_200
49616,0.62,-0.62,0.061010156115971825,ttr_lemma_chunks_200
43217,0.62,-0.62,0.06668436804867434,ttr_lemma_chunks_200
26870,0.62,-0.62,0.08719002247429915,ttr_lemma_chunks_200
30016,0.62,-0.62,0.047015347255385864,ttr_lemma_chunks_200
38673,0.62,-0.62,0.04461873773116023,ttr_lemma_chunks_200
7165,0.62,-0.62,0.07454791933493174,ttr_lemma_chunks_200
40135,0.62,-0.62,0.08351022389020687,ttr_lemma_chunks_200
11211,0.62,0.62,0.04516476019528242,ttr_lemma_chunks_200
39611,0.62,-0.62,0.08046759614335847,ttr_lemma_chunks_200
34018,0.62,-0.62,0.04575775108928394,ttr_lemma_chunks_200
20940,0.62,-0.62,0.06210749540032841,ttr_lemma_chunks_200
21604,0.62,-0.62,0.04349311119801388,ttr_lemma_chunks_200
42119,0.62,-0.62,0.043898073373741485,ttr_lemma_chunks_200
37426,0.62,-0.62,0.043135312082146646,ttr_lemma_chunks_200
5991,0.62,-0.62,0.07481756762743388,ttr_lemma_chunks_200
21814,0.62,-0.62,0.05430071215057253,ttr_lemma_chunks_200
30386,0.62,-0.62,0.0647586141511162,ttr_lemma_chunks_200
27498,0.615,-0.615,0.06051725562564606,ttr_lemma_chunks_200
29805,0.615,-0.615,0.07033420690736981,ttr_lemma_chunks_200
36768,0.615,-0.615,0.06872497873307538,ttr_lemma_chunks_200
22344,0.615,-0.615,0.05748599683827904,ttr_lemma_chunks_200
15836,0.615,-0.615,0.04121643217520325,ttr_lemma_chunks_200
6245,0.615,-0.615,0.07920707557727472,ttr_lemma_chunks_200
42764,0.615,-0.615,0.055775424038527456,ttr_lemma_chunks_200
18491,0.615,-0.615,0.029055628715789417,ttr_lemma_chunks_200
35552,0.615,-0.615,0.059199967171237634,ttr_lemma_chunks_200
4434,0.615,-0.615,0.04426991553221593,ttr_lemma_chunks_200
32941,0.615,-0.615,0.06560773652355426,ttr_lemma_chunks_200
9809,0.615,-0.615,0.08343384459000029,ttr_lemma_chunks_200
39545,0.615,-0.615,0.06815612241820007,ttr_lemma_chunks_200
48276,0.615,-0.615,0.054457000525152365,ttr_lemma_chunks_200
34821,0.615,-0.615,0.04210934928064369,ttr_lemma_chunks_200
4517,0.615,-0.615,0.08815276724220968,ttr_lemma_chunks_200
94,0.615,-0.615,0.08051805367751136,ttr_lemma_chunks_200
7072,0.615,-0.615,0.08009307363545509,ttr_lemma_chunks_200
36799,0.615,-0.615,0.0881622867068182,ttr_lemma_chunks_200
42168,0.615,-0.615,0.04776757367940686,ttr_lemma_chunks_200
40304,0.615,-0.615,0.04979300950231289,ttr_lemma_chunks_200
28998,0.615,-0.615,0.056106579454985636,ttr_lemma_chunks_200
48307,0.615,-0.615,0.03243624907334299,ttr_lemma_chunks_200
45550,0.61,-0.61,0.08087483386517653,ttr_lemma_chunks_200
17720,0.61,-0.61,0.07379405677559575,ttr_lemma_chunks_200
40264,0.61,-0.61,0.06485421746007795,ttr_lemma_chunks_200
10920,0.61,-0.61,0.043458992518119716,ttr_lemma_chunks_200
32710,0.61,-0.61,0.07692133938278176,ttr_lemma_chunks_200
25191,0.61,-0.61,0.03918307739015771,ttr_lemma_chunks_200
27869,0.61,-0.61,0.055192190546279205,ttr_lemma_chunks_200
14212,0.61,-0.61,0.08290164900063487,ttr_lemma_chunks_200
37224,0.61,-0.61,0.04475215936569783,ttr_lemma_chunks_200
49401,0.61,-0.61,0.045436487617978825,ttr_lemma_chunks_200
14321,0.61,-0.61,0.06751093698995653,ttr_lemma_chunks_200
41768,0.61,-0.61,0.07818303725298152,ttr_lemma_chunks_200
7448,0.61,-0.61,0.07098516417409803,ttr_lemma_chunks_200
27286,0.61,-0.61,0.06899135976836547,ttr_lemma_chunks_200
14755,0.61,-0.61,0.057673424959890765,ttr_lemma_chunks_200
31365,0.61,-0.61,0.06364932522268778,ttr_lemma_chunks_200
28773,0.61,-0.61,0.03731767248877709,ttr_lemma_chunks_200
42313,0.61,-0.61,0.07052280693213593,ttr_lemma_chunks_200
23232,0.61,-0.61,0.07290648911302723,ttr_lemma_chunks_200
21187,0.61,-0.61,0.05004048192205004,ttr_lemma_chunks_200
36985,0.61,-0.61,0.06718768280101092,ttr_lemma_chunks_200
9586,0.61,-0.61,0.03991270650564584,ttr_lemma_chunks_200
16961,0.61,-0.61,0.05049974066595114,ttr_lemma_chunks_200
1799,0.61,-0.61,0.03853172519691713,ttr_lemma_chunks_200
43304,0.61,-0.61,0.06364756057515336,ttr_lemma_chunks_200
15436,0.605,-0.605,0.06775433523135832,ttr_lemma_chunks_200
362,0.605,-0.605,0.042253872251894746,ttr_lemma_chunks_200
8770,0.605,-0.605,0.07171049406194036,ttr_lemma_chunks_200
20143,0.605,-0.605,0.08025498365968224,ttr_lemma_chunks_200
2160,0.605,-0.605,0.08971673408581562,ttr_lemma_chunks_200
24076,0.605,-0.605,0.06863769001292545,ttr_lemma_chunks_200
3642,0.605,-0.605,0.09455639957591128,ttr_lemma_chunks_200
18317,0.605,0.605,0.06415179032302272,ttr_lemma_chunks_200
30131,0.605,-0.605,0.10161942034915643,ttr_lemma_chunks_200
20787,0.605,-0.605,0.08428558678654219,ttr_lemma_chunks_200
23270,0.605,-0.605,0.08197603282588349,ttr_lemma_chunks_200
47489,0.605,-0.605,0.05040686756378765,ttr_lemma_chunks_200
27190,0.605,-0.605,0.05895863735775586,ttr_lemma_chunks_200
1504,0.605,-0.605,0.07528830736921724,ttr_lemma_chunks_200
51478,0.605,-0.605,0.03573630748066055,ttr_lemma_chunks_200
14109,0.605,-0.605,0.047290392004379324,ttr_lemma_chunks_200
6584,0.605,-0.605,0.08779266857930401,ttr_lemma_chunks_200
38740,0.605,-0.605,0.08129324575114874,ttr_lemma_chunks_200
8738,0.605,-0.605,0.07637267625134395,ttr_lemma_chunks_200
7882,0.605,-0.605,0.09728741348313923,ttr_lemma_chunks_200
1581,0.605,-0.605,0.051650715490603696,ttr_lemma_chunks_200
647,0.605,-0.605,0.05737521382652018,ttr_lemma_chunks_200
8583,0.6,-0.6,0.07326951554120496,ttr_lemma_chunks_200
7101,0.6,-0.6,0.047286733668142567,ttr_lemma_chunks_200
14739,0.6,-0.6,0.06274332923844449,ttr_lemma_chunks_200
5348,0.6,-0.6,0.038092730219769645,ttr_lemma_chunks_200
50224,0.6,-0.6,0.07132730326115778,ttr_lemma_chunks_200
3564,0.6,-0.6,0.07552788107383132,ttr_lemma_chunks_200
40895,0.6,-0.6,0.04624679115011539,ttr_lemma_chunks_200
13748,0.6,-0.6,0.03434594801901658,ttr_lemma_chunks_200
6103,0.6,-0.6,0.0740408288361353,ttr_lemma_chunks_200
7267,0.6,-0.6,0.06902840611429757,ttr_lemma_chunks_200
15578,0.6,-0.6,0.057256062172158693,ttr_lemma_chunks_200
13368,0.6,-0.6,0.06287189696425936,ttr_lemma_chunks_200
12513,0.6,-0.6,0.06350092177351974,ttr_lemma_chunks_200
8832,0.6,-0.6,0.07917659505104965,ttr_lemma_chunks_200
24199,0.6,-0.6,0.07689095354930628,ttr_lemma_chunks_200
5000,0.6,-0.6,0.049991290997018975,ttr_lemma_chunks_200
28195,0.595,-0.595,0.04144557865254581,ttr_lemma_chunks_200
23782,0.595,-0.595,0.04017553967750807,ttr_lemma_chunks_200
48339,0.595,0.595,0.0573518931449712,ttr_lemma_chunks_200
45253,0.595,-0.595,0.06853979615918512,ttr_lemma_chunks_200
20684,0.595,-0.595,0.06481507785857685,ttr_lemma_chunks_200
2061,0.595,-0.595,0.05223807111322641,ttr_lemma_chunks_200
33930,0.595,-0.595,0.07224295765368664,ttr_lemma_chunks_200
45612,0.595,-0.595,0.06880236233352394,ttr_lemma_chunks_200
13939,0.595,-0.595,0.06585455121333879,ttr_lemma_chunks_200
27818,0.595,-0.595,0.035835981179878115,ttr_lemma_chunks_200
23355,0.595,-0.595,0.05929839644918278,ttr_lemma_chunks_200
24146,0.595,-0.595,0.0643591970026969,ttr_lemma_chunks_200
506,0.595,-0.595,0.057804061694559504,ttr_lemma_chunks_200
12830,0.595,-0.595,0.05431365846548658,ttr_lemma_chunks_200
47539,0.595,-0.595,0.0632136170440609,ttr_lemma_chunks_200
41050,0.595,-0.595,0.09074730925720226,ttr_lemma_chunks_200
41929,0.595,-0.595,0.07541564279570308,ttr_lemma_chunks_200
